No,Perguruan Tinggi,Program Studi,Program,Tanggal Terima,Status
1133,FAI Universitas Muhammadiyah Ponorogo,Psikologi Islam,S1,2019-01-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2019-02-12)
1139,Sekolah Tinggi Agama Islam Daruttaqwa Manyar Gresik,Psikologi Islam,S1,2019-01-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2019-02-12)
982,Universitas Negeri Makassar,Administrasi Pendidikan,S3,2018-11-24,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-11-27)
1016,Sekolah Tinggi Ilmu Adab dan Budaya Islam (STIABI) Riyadul Ulum,Sejarah Peradaban Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1028,Universitas Nahdlatul Ulama,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1027,Universitas Nahdlatul Ulama,Psykologi Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1026,Sekolah Tinggi Agama Islam Al Falah (STAIFA) Pamekasan,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1025,Sekolah Tinggi Agama Islam Al Falah (STAIFA) Pamekasan,Bimbingan Dan Konseling Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1024,Sekolah Tinggi Agama Islam Al Falah (STAIFA) Pamekasan,Hukum Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1023,Sekolah Tinggi Ilmu Syariah (STIS) Nurul Qarnain,Hukum Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1019,Sekolah Tinggi Agama Islam (STAI) Tanbihul Ghofilin Banjarnegara,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1022,Sekolah Tinggi Ilmu Syariah (STIS) Nurul Qarnain,Hukum Keluarga Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1021,Sekolah Tinggi Ilmu Ekonomi Syari'ah (STIES) Babussalam,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1020,Sekolah Tinggi Ilmu Ekonomi Syari'ah (STIES) Babussalam,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1018,Sekolah Tinggi Ilmu Tarbiyah (STIT) Assa'idiyyah Cipanas Cianjur,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1017,Sekolah Tinggi Ilmu Tarbiyah (STIT) Assa'idiyyah Cipanas Cianjur,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1030,Universitas Nahdlatul Ulama,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1029,Universitas Nahdlatul Ulama,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1046,Sekolah Tinggi Ilmu Tarbiyah (STIT) Tanggamus,Manajemen Pendidikan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1031,Universitas Nahdlatul Ulama,Iilmu Al Quran dan Tafsir,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1033,Universitas Nahdlatul Ulama,Komunikasi Keluarga Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1034,Sekolah Tinggi Ilmu Tarbiyah Nur Ahadiyah,Pendidikan Agama Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1035,Sekolah Tinggi Ilmu Tarbiyah Nur Ahadiyah,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1036,Sekolah Tinggi Agama Islam Nahdlatul Ulama (STAI-NU) Kepulauan Riau,Hukum Keluarga Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1037,Sekolah Tinggi Agama Islam Nahdlatul Ulama (STAI-NU) Kepulauan Riau,Komunikasi Penyiaran Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1038,Sekolah Tinggi Agama Islam Nahdlatul Ulama (STAI-NU) Kepulauan Riau,Manajemen Pendidikan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1039,Universitas Muhammadiyah  Banjarmasin,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1040,Universitas Muhammadiyah  Banjarmasin,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1041,Sekolah Tinggi Ekonomi Bisnis Islam (STEBI) Liwa,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1042,Sekolah Tinggi Ekonomi Bisnis Islam (STEBI) Liwa,Manajemen Bisnis Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1043,Sekolah Tinggi Ekonomi Bisnis Islam (STEBI) Liwa,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1044,Sekolah Tinggi Ilmu Tarbiyah (STIT) Tanggamus,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1014,Sekolah Tinggi Ilmu Ekonomi dan Bisnis Syariah Nahdlatul Ulama (STIEBS-NU) Garut,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1015,Sekolah Tinggi Ilmu Adab dan Budaya Islam (STIABI) Riyadul Ulum,Bahasa dan Sastra Arab,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
989,Sekolah Tinggi Ilmu Ushuludin (STIU) Darul Quran,Ilmu Al-Quran dan Tafsir,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1013,Sekolah Tinggi Ilmu Ekonomi dan Bisnis Syariah Nahdlatul Ulama (STIEBS-NU) Garut,Managemen Keuangan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
997,Sekolah Tinggi Ilmu Tarbiyah (STIT) Qurrota Ayun,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
983,Sekolah Tinggi Ilmu Tarbiyah (STIT) Internasional Muhammadiyah,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
984,Sekolah Tinggi Ilmu Tarbiyah (STIT) Internasional Muhammadiyah,Pendidikan Bahasa Arab,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
985,Sekolah Tinggi Agama Islam (STAI) Syamsul Ulum,Pendidikan Agama Islam,S2,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
986,Sekolah Tinggi Agama Islam (STAI) Syamsul Ulum,Hukum Keluarga Islam,S2,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
987,Sekolah Tinggi Ilmu Syariah (STIS) Al Wafa Cileungsi Bogor,Hukum Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
988,Sekolah Tinggi Ilmu Syariah (STIS) Al Wafa Cileungsi Bogor,Ekonomi Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
990,Sekolah Tinggi Ilmu Tarbiyah (STIT)  Hidayatunnajah Bekasi,Pendidikan Bahasa Arab,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
991,Sekolah Tinggi Ilmu Tarbiyah (STIT)  Hidayatunnajah Bekasi,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
992,Sekolah Tinggi Ilmu Tarbiyah (STIT) Lakbok Ciamis,Manajemen Pendidikan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
993,Sekolah Tinggi Ilmu Tarbiyah (STIT) Lakbok Ciamis,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
994,Sekolah Tinggi Agama Islam (STAI) Al Ittihad Cianjur Jawa Barat,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
995,Sekolah Tinggi Agama Islam (STAI) Al Ittihad Cianjur Jawa Barat,Ekonomi Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
996,Sekolah Tinggi Ilmu Tarbiyah (STIT) Qurrota Ayun,Manajemen Pendidikan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
998,Sekolah Tinggi Ilmu Tarbiyah (STIT) Qurrota Ayun,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1012,Sekolah Tinggi Ilmu Ekonomi dan Bisnis Syariah Nahdlatul Ulama (STIEBS-NU) Garut,Managemen Bisnis Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
999,Sekolah Tinggi Ilmu Tarbiyah Fatahillah,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1000,Sekolah Tinggi Ilmu Tarbiyah Fatahillah,Manajemen Pendidikan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1001,Sekolah Tinggi Ekonomi Bisnis Islam Syariah (STEBIS) Bina Mandiri Cileungsi Bogor,Akuntansi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1002,Sekolah Tinggi Ekonomi Bisnis Islam Syariah (STEBIS) Bina Mandiri Cileungsi Bogor,Manajemen Bisnis Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1003,Sekolah Tinggi Ilmu Al-Quran (STIQ) ZAD Cianjur,Ilmu Al-Quran dan Tafsir,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1004,Sekolah Tinggi Agama Islam  (STAI)  KH Badruzzaman,Manajemen Pendidikan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1005,Sekolah Tinggi Agama Islam  (STAI)  KH Badruzzaman,Komunikasi Penyiaran Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1006,Sekolah Tinggi Agama Islam  (STAI)  KH Badruzzaman,Bimbingan Koseling Dan Penyuluhan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1007,Sekolah Tinggi Agama Islam  (STAI)  KH Badruzzaman,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1008,Sekolah Tinggi Ilmu Tarbiyah (STIT)  Muhammad Mardiyana,Manajemen Pendidikan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1009,Sekolah Tinggi Ilmu Tarbiyah (STIT)  Muhammad Mardiyana,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1010,Sekolah Tinggi Ilmu Tarbiyah (STIT)  Muhammad Mardiyana,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1011,Sekolah Tinggi Ilmu Ekonomi dan Bisnis Syariah Nahdlatul Ulama (STIEBS-NU) Garut,Hukum Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1045,Sekolah Tinggi Ilmu Tarbiyah (STIT) Tanggamus,Pendidikan Islam Anak usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1032,Universitas Nahdlatul Ulama,Hukum Keluarga Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1047,Sekolah Tinggi Ilmu Tarbiyah (STIT) Tanggamus,Pendidikan Agama Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1094,IAI Inhil Guntung Riau,Komunikasi dan Penyiaran Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1081,Sekolah Tinggi Ekonomi dan Bisnis Islam Al Anwar,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1082,Sekolah Tinggi Ekonomi dan Bisnis Islam Al Anwar,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1083,Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBI) Batam,Akuntansi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1084,Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBI) Batam,Manajemen Bisnis Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1085,Sekolah Tinggi Agama Islam Imam Bukhori Bulukumba,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1086,Sekolah Tinggi Agama Islam Imam Bukhori Bulukumba,Tadris Matematika,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1087,Sekolah Tinggi Ilmu Tarbiyah Al Hady Bombana Sulawesi Tenggara,Pendidikan Agama Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1088,Sekolah Tinggi Agama Islam Al-Akbar Surabaya,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1089,Sekolah Tinggi Agama Islam Al-Akbar Surabaya,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1090,IAI Inhil Guntung Riau,Pendidikan Islam Anak Usia Dini,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1091,IAI Inhil Guntung Riau,Tardis Bahasa Inggris,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1092,IAI Inhil Guntung Riau,Manajemen Bisnis Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1093,IAI Inhil Guntung Riau,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1095,IAI Edi Haryono Madani,Akhwalsyakhsiyyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1078,Sekolah Tinggi Ekonomi Islam Yapisha Garut,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1096,IAI Edi Haryono Madani,Akuntansi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1097,IAI Edi Haryono Madani,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1098,IAI Edi Haryono Madani,Manajemen Bisnis Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1099,IAI Edi Haryono Madani,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1100,IAI Edi Haryono Madani,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1101,Sekolah Tinggi Ilmu Tarbiyah (STIT) Assunniyah Tambarangan Rantau Tapin,Pendidikan Agama Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1102,Sekolah Tinggi Ilmu Tarbiyah (STIT) Assunniyah Tambarangan Rantau Tapin,Pendidikan Bahasa Arab,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1103,Universitas Muhammadiyah Riau,Pendidikan Guru Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1104,Sekolah Tinggi Ekonomi Manajemen Bisnis Islam AL-Aziziyah Randudongkal Pemalang,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1105,Sekolah Tinggi Ekonomi Manajemen Bisnis Islam AL-Aziziyah Randudongkal Pemalang,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1106,Sekolah Tinggi Ekonomi Manajemen Bisnis Islam AL-Aziziyah Randudongkal Pemalang,Pariwisata Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1107,Sekolah Tinggi Ekonomi dan Bisnis Islam Al Anwar (STEBIA) Bangkalan,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1108,Sekolah Tinggi Ekonomi dan Bisnis Islam Al Anwar (STEBIA) Bangkalan,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1079,Sekolah Tinggi Ekonomi Bisnis Islam (STEBI) Bina Essa,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1080,Sekolah Tinggi Ekonomi Bisnis Islam (STEBI) Bina Essa,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1077,Universitas Cokroaminoto Makasar,Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1062,Institut Agama Islam (IAI) Sumbar,Ilmu Al-Quran dan Hadis,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1049,Sekolah Tinggi Agama Islam (STAI) Nurul Arafah Panton Labu Aceh Utara,Pendidikan Agama Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1050,Sekolah Tinggi Ilmu Syariah (STIS) Al-Syaikh Abdul Wahid Bau-Bau,Hukum Keluarga Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1051,Sekolah Tinggi Ilmu Syariah (STIS) Al-Syaikh Abdul Wahid Bau-Bau,Hukum Ekonomi Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1052,Institut Agama Islam (IAI) Kotamobagu,Manajemen Pendidikan Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1053,Institut Agama Islam (IAI) Kotamobagu,Pendidikan Guru  Madrasah Ibtidaiyah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1054,Institut Agama Islam (IAI) Kotamobagu,Komunikasi dan Penyiaran Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1055,Institut Agama Islam (IAI) Kotamobagu,Manajemen Dakwah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1056,Institut Agama Islam (IAI) Kotamobagu,Perbankan Syariah,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1057,Institut Agama Islam (IAI) Kotamobagu,Hukum Keluarga Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
1058,Institut Agama Islam (IAI) Sumbar,Pendidikan Agama Islam,S1,2018-11-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2018-12-28)
